Keyword,Count,Ratio
tương_lai,6,0.0001
đồ_ăn_trung,6,0.0001
nhạc_trung,6,0.0001
tứ,6,0.0001
cuộc_sống,6,0.0001
jk,6,0.0001
thuyết_minh,6,0.0001
ol,6,0.0001
sách_vở,6,0.0001
taobao,6,0.0001
bo,6,0.0001
ngồi,6,0.0001
hội_thoại,6,0.0001
dở,6,0.0001
chủng,6,0.0001
zhen,6,0.0001
con_số,6,0.0001
419,6,0.0001
8,6,0.0001
đổi,6,0.0001
khú,6,0.0001
sad,6,0.0001
kèm,6,0.0001
riếc,6,0.0001
năn_nỉ,6,0.0001
sb=,6,0.0001
bjyx,6,0.0001
đù,6,0.0001
lựa,6,0.0001
cute,6,0.0001
lải,6,0.0001
đa,6,0.0001
ùi,6,0.0001
phức_tạp,6,0.0001
mạnh,6,0.0001
xé,6,0.0001
hơ,6,0.0001
tuyệt,6,0.0001
hùng,6,0.0001
trực,6,0.0001
jùn,6,0.0001
hường,6,0.0001
dinh,6,0.0001
yù,6,0.0001
tha_ma,6,0.0001
5/6,6,0.0001
mọt,6,0.0001
bàn,6,0.0001
pái,6,0.0001
mính,6,0.0001
lừa,6,0.0001
nhựt,6,0.0001
phèn,6,0.0001
roi,6,0.0001
hello,6,0.0001
thay_đổi,6,0.0001
25,5,0.0001
nǐ,5,0.0001
k3,5,0.0001
vietsud,5,0.0001
lương_thực,5,0.0001
pi,5,0.0001
ngày_xưa,5,0.0001
chúng_ta,5,0.0001
thau,5,0.0001
lý_do,5,0.0001
xỉn,5,0.0001
goi,5,0.0001
nghìn,5,0.0001
bắc_thuộc,5,0.0001
ly_hôn,5,0.0001
sơ,5,0.0001
trug,5,0.0001
ăn_ở,5,0.0001
lang,5,0.0001
báo_thù,5,0.0001
bạch,5,0.0001
ngan,5,0.0001
bay,5,0.0001
sấm,5,0.0001
cạn,5,0.0001
and,5,0.0001
ngứa,5,0.0001
ghia,5,0.0001
bảo_bối,5,0.0001
thài,5,0.0001
vạn_tuế,5,0.0001
hải_âu,5,0.0001
xạ,5,0.0001
lịch_sử,5,0.0001
báo_cáo,5,0.0001
sa,5,0.0001
kkkk,5,0.0001
khỏi,5,0.0001
đt,5,0.0001
xuống,5,0.0001
xíu,5,0.0001
quỷ,5,0.0001
ẻ,5,0.0001
mờ,5,0.0001
free,5,0.0001
trạm,5,0.0001
mô,5,0.0001
thế_mà,5,0.0001
đánh,5,0.0001
khổ,5,0.0001
bây_giờ,5,0.0001
công_ty,5,0.0001
wua,5,0.0001
từ_ngữ,5,0.0001
vây,5,0.0001
mạng,5,0.0001
thich,5,0.0001
hầu,5,0.0001
sầu,5,0.0001
tạ,5,0.0001
xỉu,5,0.0001
ê,5,0.0001
tinh,5,0.0001
boy,5,0.0001
520,5,0.0001
sảng,5,0.0001
đóng,5,0.0001
lunn,5,0.0001
ne,5,0.0001
đậu,5,0.0001
vỹ,5,0.0001
hạn,5,0.0001
tân_thành,5,0.0001
trog,5,0.0001
sớm,5,0.0001
nhen,5,0.0001
phồn,5,0.0001
gióng,5,0.0001
333,5,0.0001
vãi,5,0.0001
già,5,0.0001
nay,5,0.0001
26,5,0.0001
00,5,0.0001
phan,5,0.0001
lê_nữa,5,0.0001
vx,5,0.0001
ac,5,0.0001
đeo,5,0.0001
chs,5,0.0001
bình_thường,5,0.0001
tran,5,0.0001
nhắc,5,0.0001
giá,5,0.0001
đưa,5,0.0001
mang,5,0.0001
bồ,5,0.0001
vl,5,0.0001
lớp_học,5,0.0001
lao,5,0.0001
se,5,0.0001
on,5,0.0001
đê,5,0.0001
gòi,5,0.0001
hội,5,0.0001
sing,5,0.0001
đứng,5,0.0001
quạo,5,0.0001
cờ,5,0.0001
kinh,5,0.0001
chang,5,0.0001
nhầm_lẫn,5,0.0001
theo_dõi,5,0.0001
link,5,0.0001
lu,5,0.0001
hôm_qua,5,0.0001
tỉnh,5,0.0001
quyển,5,0.0001
2003,5,0.0001
để_ý,5,0.0001
ba_mẹ,5,0.0001
ép,5,0.0001
cơ_hội,5,0.0001
mục_đích,5,0.0001
tối,5,0.0001
đặt_chân,5,0.0001
đỡ,5,0.0001
cảm_giác,5,0.0001
động_lực,5,0.0001
mìk,5,0.0001
con_người,5,0.0001
cực_kì,5,0.0001
zai,5,0.0001
muôn,5,0.0001
lù,5,0.0001
dì,5,0.0001
nghề,5,0.0001
trần_tình,5,0.0001
ới,5,0.0001
trạch,5,0.0001
aaaa,5,0.0001
baolinh,5,0.0001
↿９。￠oｍ,5,0.0001
vô_tri,5,0.0001
miếng,5,0.0001
thank,5,0.0001
tưởng_tượng,5,0.0001
su_hào,5,0.0001
tổng_cộng,5,0.0001
sào,5,0.0001
chẻn,5,0.0001
tit,5,0.0001
wõ,5,0.0001
hữu,5,0.0001
web,5,0.0001
ct,5,0.0001
gửi,5,0.0001
thuydie,5,0.0001
chê,5,0.0001
hôm_nay,5,0.0001
miệng,5,0.0001
xihoan,5,0.0001
sáng,5,0.0001
tuy,5,0.0001
18,5,0.0001
15,5,0.0001
11,5,0.0001
hic,5,0.0001
cpdd,5,0.0001
ts,5,0.0001
đăng_nhập,5,0.0001
so,5,0.0001
nhưng_mà,5,0.0001
16,5,0.0001
kính,5,0.0001
shu,5,0.0001
pân,5,0.0001
đăng_ký,5,0.0001
đạo,5,0.0001
chúa,5,0.0001
đăng_kí,5,0.0001
gg,5,0.0001
naicha,5,0.0001
kafei,5,0.0001
nai,5,0.0001
mấn,5,0.0001
ér,5,0.0001
gấm,5,0.0001
lián,5,0.0001
diễm,5,0.0001
liễu,5,0.0001
saooooo,5,0.0001
lính,5,0.0001
tài,5,0.0001
cường,5,0.0001
viu,5,0.0001
đam,5,0.0001
"1,5,6",5,0.0001
super,5,0.0001
sam,5,0.0001
mo,5,0.0001
tên_phương,5,0.0001
nguyên=yuán,5,0.0001
yì,5,0.0001
100,5,0.0001
tha_thứ,5,0.0001
chủ_động,5,0.0001
càng,5,0.0001
chép,5,0.0001
qq,5,0.0001
250,4,0.0001
giao_thông,4,0.0001
hiệu_trưởng,4,0.0001
sứ,4,0.0001
stỉ,4,0.0001
láo,4,0.0001
bệ_hạ,4,0.0001
lương_sơn,4,0.0001
chữ_viết,4,0.0001
cố_ý,4,0.0001
thăm,4,0.0001
cô_nương,4,0.0001
ớ,4,0.0001
từ,4,0.0001
sà,4,0.0001
non,4,0.0001
nặc,4,0.0001
dũng_cảm,4,0.0001
houxeng,4,0.0001
né,4,0.0001
phuuuuu,4,0.0001
manh,4,0.0001
sáo_sậu,4,0.0001
sia,4,0.0001
sịa,4,0.0001
islands,4,0.0001
nhái,4,0.0001
đao,4,0.0001
thíu,4,0.0001
xoong,4,0.0001
gãi,4,0.0001
dại,4,0.0001
dụ,4,0.0001
cẩu,4,0.0001
tiến_bộ,4,0.0001
xá,4,0.0001
sun,4,0.0001
cửa,4,0.0001
răng,4,0.0001
thủng,4,0.0001
vạn,4,0.0001
nu,4,0.0001
2007,4,0.0001
chiển,4,0.0001
lẩu,4,0.0001
đì,4,0.0001
ngụ,4,0.0001
động,4,0.0001
đại_ca,4,0.0001
pản,4,0.0001
kai,4,0.0001
khả_ái,4,0.0001
mạch,4,0.0001
lạng,4,0.0001
sứa,4,0.0001
toàn=,4,0.0001
hiệu,4,0.0001
xe,4,0.0001
mien,4,0.0001
202,4,0.0001
khai,4,0.0001
chăm,4,0.0001
cự,4,0.0001
khả_năng,4,0.0001
dơ,4,0.0001
hét,4,0.0001
hen_suyễn,4,0.0001
nguỵ,4,0.0001
quế,4,0.0001
tưa,4,0.0001
tẻo,4,0.0001
quỳ,4,0.0001
xả,4,0.0001
ảnh_hưởng,4,0.0001
thành_ra,4,0.0001
choa,4,0.0001
phạm_quy,4,0.0001
cưng,4,0.0001
kk,4,0.0001
ủ,4,0.0001
miễn,4,0.0001
lễ,4,0.0001
điện_hạ,4,0.0001
tông,4,0.0001
chưởng,4,0.0001
mạn,4,0.0001
huang,4,0.0001
huynh,4,0.0001
not,4,0.0001
ngộ,4,0.0001
đòn,4,0.0001
caca,4,0.0001
siêu,4,0.0001
dụng,4,0.0001
nựa,4,0.0001
xiên,4,0.0001
thành_viên,4,0.0001
cứng,4,0.0001
mịch,4,0.0001
mật,4,0.0001
lỗi,4,0.0001
viễn,4,0.0001
đàm,4,0.0001
vận,4,0.0001
97,4,0.0001
vừa_mới,4,0.0001
renjialun,4,0.0001
iemm,4,0.0001
hoàng_tử,4,0.0001
đệ,4,0.0001
mực,4,0.0001
ig,4,0.0001
p2,4,0.0001
sắp,4,0.0001
g,4,0.0001
tong,4,0.0001
2611,4,0.0001
quá_trời,4,0.0001
rành,4,0.0001
bày,4,0.0001
cũg,4,0.0001
giảng_viên,4,0.0001
chủ_đề,4,0.0001
crush,4,0.0001
thú,4,0.0001
áp_dụng,4,0.0001
hello.beautiful,4,0.0001
05,4,0.0001
chán,4,0.0001
đh,4,0.0001
trg,4,0.0001
kể,4,0.0001
hàng_xóm,4,0.0001
trái,4,0.0001
xinh_đẹp,4,0.0001
cấm,4,0.0001
sừng,4,0.0001
kp,4,0.0001
mưa,4,0.0001
cốc,4,0.0001
hiện_tại,4,0.0001
xịn,4,0.0001
ngt,4,0.0001
sếp,4,0.0001
04,4,0.0001
khoan,4,0.0001
93,4,0.0001
phảo,4,0.0001
kinh_nghiệm,4,0.0001
guo,4,0.0001
giáo,4,0.0001
phết,4,0.0001
ra_mặt,4,0.0001
nét,4,0.0001
mí,4,0.0001
lòng_vòng,4,0.0001
xài,4,0.0001
thừa_thải,4,0.0001
tiep,4,0.0001
thix,4,0.0001
màu_son,4,0.0001
da,4,0.0001
lợi,4,0.0001
rấn,4,0.0001
singapore,4,0.0001
hồng_kông,4,0.0001
rịnh,4,0.0001
tầng,4,0.0001
nch,4,0.0001
1998,4,0.0001
013,4,0.0001
trách,4,0.0001
yt,4,0.0001
bilibili,4,0.0001
wei,4,0.0001
âm_nhạc,4,0.0001
love,4,0.0001
thanh_mai,4,0.0001
funnyface,4,0.0001
chuyện,4,0.0001
ng_trung,4,0.0001
mẫu,4,0.0001
yeu,4,0.0001
xuan,4,0.0001
bên_trung,4,0.0001
lồng_tiếng,4,0.0001
mặc,4,0.0001
thk,4,0.0001
thập,4,0.0001
thể_nào,4,0.0001
hơn_nữa,4,0.0001
niềm,4,0.0001
không_thể,4,0.0001
chui,4,0.0001
cẩm,4,0.0001
oiii,4,0.0001
úi,4,0.0001
nèk,4,0.0001
bò,4,0.0001
ka,4,0.0001
moon,4,0.0001
ye,4,0.0001
thế_này,4,0.0001
đối_thoại,4,0.0001
đối,4,0.0001
ngắn_gọn,4,0.0001
đối_với,4,0.0001
dễ_thương,4,0.0001
tờ,4,0.0001
yī,4,0.0001
gōng,4,0.0001
duōshăo,4,0.0001
521,4,0.0001
857,4,0.0001
complacent,4,0.0001
ha_ha,4,0.0001
liếng,4,0.0001
1999,4,0.0001
20184,4,0.0001
01,4,0.0001
ken,4,0.0001
add,4,0.0001
group,4,0.0001
biết_mấy,4,0.0001
dạo,4,0.0001
òi,4,0.0001
bơ,4,0.0001
wuo,4,0.0001
hoai,4,0.0001
can,4,0.0001
khum,4,0.0001
mặc_dù,4,0.0001
cg,4,0.0001
bình_luận,4,0.0001
ls,4,0.0001
mãi_mãi,4,0.0001
nsdd,4,0.0001
shì,4,0.0001
tắt,4,0.0001
đô,4,0.0001
14,4,0.0001
13,4,0.0001
học_hỏi,4,0.0001
1008,4,0.0001
mắm_tôm,4,0.0001
ngốc,4,0.0001
cụ,4,0.0001
phi_vũ,4,0.0001
đen,4,0.0001
ruan,4,0.0001
hieu,4,0.0001
phù_hợp,4,0.0001
bảng_chữ_cái,4,0.0001
tượng_hình,4,0.0001
rồ,4,0.0001
truong,4,0.0001
het,4,0.0001
gió,4,0.0001
ug,4,0.0001
a@c,4,0.0001
câu_đầu,4,0.0001
wỏ,4,0.0001
a@ki,4,0.0001
ếm,4,0.0001
nhẹ,4,0.0001
phang,4,0.0001
eo,4,0.0001
thọ,4,0.0001
tèo,4,0.0001
nụ,4,0.0001
ngân_hà,4,0.0001
vững,4,0.0001
saoo,4,0.0001
part,4,0.0001
tên_anh,4,0.0001
vhij,4,0.0001
lê_đăng_khoa,4,0.0001
yáng,4,0.0001
yu,4,0.0001
chang_an,4,0.0001
yín,4,0.0001
jun,4,0.0001
mie,4,0.0001
trăm,4,0.0001
linh_chi,4,0.0001
kháng,4,0.0001
nao,4,0.0001
thà,4,0.0001
gọn,4,0.0001
thời_gian,4,0.0001
nước_mắt,4,0.0001
tuổi,4,0.0001
ge,4,0.0001
duet,4,0.0001
mỉng,4,0.0001
không_thể_nào,4,0.0001
24,4,0.0001
hoàn,4,0.0001
vĩ,4,0.0001
thư=,4,0.0001
qióng,4,0.0001
hí,4,0.0001
phúc=phú,4,0.0001
shù,4,0.0001
_duy,4,0.0001
cho_nên,4,0.0001
_giang,4,0.0001
tên_hưng,4,0.0001
=fèng,4,0.0001
yun,4,0.0001
quyền,4,0.0001
tề,4,0.0001
khưa,4,0.0001
đàn_ông,4,0.0001
y_như,4,0.0001
lạnh_nhạt,4,0.0001
đâu_đó,4,0.0001
im_lặng,4,0.0001
xíng,4,0.0001
buỳào,4,0.0001
khụ,4,0.0001
vương_giả,4,0.0001
vinh_diệu,4,0.0001
@an.an.2007,3,0.0000
hop,3,0.0000
062,3,0.0000
@lily.kiw,3,0.0000
2022,3,0.0000
hsk9,3,0.0000
chính_phủ,3,0.0000
trung_thành,3,0.0000
bá,3,0.0000
tiềng,3,0.0000
trung_thực,3,0.0000
lửa,3,0.0000
mao,3,0.0000
cach,3,0.0000
dịch,3,0.0000
chúng,3,0.0000
bảo_vệ,3,0.0000
mảo,3,0.0000
x,3,0.0000
cút,3,0.0000
vịt,3,0.0000
congming,3,0.0000
luon,3,0.0000
bê,3,0.0000
xưn,3,0.0000
ju,3,0.0000
thiền,3,0.0000
hải_phòng,3,0.0000
caca=caca,3,0.0000
rể,3,0.0000
quải,3,0.0000
long_an,3,0.0000
thái_hậu,3,0.0000
phiền,3,0.0000
guan,3,0.0000
hiểu.chết.,3,0.0000
lỉ,3,0.0000
ón,3,0.0000
xuán,3,0.0000
ca=soái,3,0.0000
lãng_phí,3,0.0000
=xin,3,0.0000
chengfu,3,0.0000
chinh_phục,3,0.0000
từ_thống,3,0.0000
giá_như,3,0.0000
piến,3,0.0000
tháiiiii,3,0.0000
từ_bỏ,3,0.0000
nam.đọc,3,0.0000
phu=,3,0.0000
31692259417,3,0.0000
mt,3,0.0000
tào,3,0.0000
nta,3,0.0000
pì,3,0.0000
huynh_đệ,3,0.0000
phê=,3,0.0000
cư,3,0.0000
hoàng_sa,3,0.0000
trường_sa,3,0.0000
du_kí,3,0.0000
thấp,3,0.0000
ý_kiến,3,0.0000
hang,3,0.0000
zô,3,0.0000
en,3,0.0000
mầy,3,0.0000
tựa,3,0.0000
thực_ra,3,0.0000
thieu,3,0.0000
xua,3,0.0000
máo,3,0.0000
hoàn_toàn,3,0.0000
chiêu,3,0.0000
hà_nội,3,0.0000
khan,3,0.0000
lung_tung,3,0.0000
xiaomi,3,0.0000
admin,3,0.0000
sầm,3,0.0000
âm,3,0.0000
vại,3,0.0000
tý,3,0.0000
nói_chung,3,0.0000
bút,3,0.0000
đăm,3,0.0000
quảng_cáo,3,0.0000
làm_vậy,3,0.0000
fei,3,0.0000
hoáng,3,0.0000
yen,3,0.0000
fu,3,0.0000
méo,3,0.0000
túa,3,0.0000
hoàng_hậu,3,0.0000
quan_tài,3,0.0000
cà_phê,3,0.0000
bà_con,3,0.0000
liu,3,0.0000
43,3,0.0000
cử,3,0.0000
a.ca,3,0.0000
̣i,3,0.0000
phooo,3,0.0000
mạg,3,0.0000
cách-cại,3,0.0000
miện,3,0.0000
xuong,3,0.0000
nick,3,0.0000
_nham,3,0.0000
thấm,3,0.0000
khải_ca,3,0.0000
hu,3,0.0000
iêm,3,0.0000
thời_đại,3,0.0000
thiếu_niên,3,0.0000
đoàn,3,0.0000
áp,3,0.0000
ơii,3,0.0000
chất,3,0.0000
mùa,3,0.0000
đy,3,0.0000
dich,3,0.0000
đơn,3,0.0000
ngừi,3,0.0000
trạch_nguyên,3,0.0000
điii,3,0.0000
hầm,3,0.0000
bang,3,0.0000
hàm,3,0.0000
dư_thừa,3,0.0000
aaa,3,0.0000
cụa,3,0.0000
đou,3,0.0000
lín,3,0.0000
mốt,3,0.0000
thiệp,3,0.0000
yêu_quý,3,0.0000
sấn,3,0.0000
joyful,3,0.0000
đảm_bảo,3,0.0000
chùa,3,0.0000
kim_ngân,3,0.0000
học_phí,3,0.0000
ứng_dụng,3,0.0000
bàn_phím,3,0.0000
xẻng,3,0.0000
biết_đâu,3,0.0000
xiang,3,0.0000
éo,3,0.0000
phantuecuong,3,0.0000
63,3,0.0000
k7,3,0.0000
heotay,3,0.0000
2609,3,0.0000
sakura,3,0.0000
lethanh,3,0.0000
top,3,0.0000
mão,3,0.0000
chắc_chắn,3,0.0000
phải_biết,3,0.0000
đồng_âm,3,0.0000
mê_tín,3,0.0000
đồn,3,0.0000
đầy,3,0.0000
kỵ,3,0.0000
fa,3,0.0000
đồng_nghĩa,3,0.0000
đá,3,0.0000
onli,3,0.0000
cạnh,3,0.0000
tào_lao,3,0.0000
tụi,3,0.0000
ngiu,3,0.0000
malay,3,0.0000
yk,3,0.0000
thường_xuyên,3,0.0000
bạc,3,0.0000
tương_tác,3,0.0000
ahihi,3,0.0000
123,3,0.0000
ngành,3,0.0000
thâm,3,0.0000
aj,3,0.0000
tan,3,0.0000
flow,3,0.0000
nana,3,0.0000
kimcuong,3,0.0000
ben,3,0.0000
gd,3,0.0000
cục,3,0.0000
củng,3,0.0000
l,3,0.0000
vậy_mà,3,0.0000
hã,3,0.0000
vui_vẻ,3,0.0000
dám,3,0.0000
gio,3,0.0000
thuong,3,0.0000
đl,3,0.0000
gom,3,0.0000
nhma,3,0.0000
sd,3,0.0000
phổ_thông,3,0.0000
sin,3,0.0000
ulatr,3,0.0000
hèn_chi,3,0.0000
giận,3,0.0000
dai,3,0.0000
oan,3,0.0000
sinh,3,0.0000
xác,3,0.0000
dân_tộc,3,0.0000
ngu_ngốc,3,0.0000
nhảy,3,0.0000
cảm_nhận,3,0.0000
độc,3,0.0000
chạy,3,0.0000
gia_đình,3,0.0000
trung_nghĩa,3,0.0000
típ,3,0.0000
vô_học,3,0.0000
tiếp_thu,3,0.0000
nghen,3,0.0000
weiweinee,3,0.0000
2309,3,0.0000
duyen,3,0.0000
chloe,3,0.0000
hồ_sơ,3,0.0000
liên_hệ,3,0.0000
chat,3,0.0000
có_vẻ,3,0.0000
what,3,0.0000
chì,3,0.0000
bắc,3,0.0000
trang_phục,3,0.0000
tph,3,0.0000
đề,3,0.0000
vuong,3,0.0000
nhưg,3,0.0000
dạy,3,0.0000
vậy,3,0.0000
boi,3,0.0000
chong,3,0.0000
quoc,3,0.0000
vv,3,0.0000
xkld,3,0.0000
trực_tiếp,3,0.0000
ddtt,3,0.0000
tham_quan,3,0.0000
ngọt,3,0.0000
ldol,3,0.0000
thành_thạo,3,0.0000
chương_trình,3,0.0000
tham_gia,3,0.0000
lịch,3,0.0000
vẻ,3,0.0000
xiaozhan,3,0.0000
thời,3,0.0000
muốn,3,0.0000
kb,3,0.0000
với_lại,3,0.0000
thế,3,0.0000
duong,3,0.0000
2006,3,0.0000
yúan,3,0.0000
mạc,3,0.0000
tam,3,0.0000
uiiii,3,0.0000
hú,3,0.0000
nổi,3,0.0000
yangyang,3,0.0000
tfboys️,3,0.0000
cai,3,0.0000
kun,3,0.0000
hs,3,0.0000
nb,3,0.0000
áo,3,0.0000
trùng_hợp,3,0.0000
thạch,3,0.0000
đoc,3,0.0000
mài,3,0.0000
rồi,3,0.0000
tuần,3,0.0000
chớ,3,0.0000
từ_từ,3,0.0000
cuộc,3,0.0000
nhiêu,3,0.0000
huong,3,0.0000
xuyến,3,0.0000
giabao,3,0.0000
trầm_cảm,3,0.0000
cầu,3,0.0000
im_thin_thít,3,0.0000
choán,3,0.0000
chuya,3,0.0000
tộng,3,0.0000
riêu,3,0.0000
ạ️️️,3,0.0000
bén,3,0.0000
yigongduoshaoqian,3,0.0000
zǒnggōngduō,3,0.0000
shǎoqián？,3,0.0000
5201314,3,0.0000
1314520,3,0.0000
tình_yêu,3,0.0000
920,3,0.0000
205,3,0.0000
rất,3,0.0000
hận,3,0.0000
87,3,0.0000
bar,3,0.0000
ư,3,0.0000
tình_đầu,3,0.0000
2020,3,0.0000
9240,3,0.0000
that,3,0.0000
huangfan,3,0.0000
chai,3,0.0000
đầy_đủ,3,0.0000
file,3,0.0000
http://sach.gamali.info.vn/,3,0.0000
não,3,0.0000
phổ_biến,3,0.0000
alo,3,0.0000
zới,3,0.0000
sẩy,3,0.0000
phăng,3,0.0000
buổi,3,0.0000
min,3,0.0000
xemm,3,0.0000
một_chút,3,0.0000
ngocanh,3,0.0000
zhang,3,0.0000
0803,3,0.0000
17,3,0.0000
9881781504738,3,0.0000
lẽ,3,0.0000
we,3,0.0000
starbucks,3,0.0000
shuo,3,0.0000
đoá,3,0.0000
suibian,3,0.0000
xswl,3,0.0000
teencode,3,0.0000
siba,3,0.0000
50,3,0.0000
àm,3,0.0000
kí_hiệu,3,0.0000
chợt,3,0.0000
lộn,3,0.0000
all,3,0.0000
lay,3,0.0000
nỡ,3,0.0000
hay_hay,3,0.0000
d,3,0.0000
ngầu,3,0.0000
xéo,3,0.0000
tho,3,0.0000
cuốn,3,0.0000
phân_tích,3,0.0000
pùn,3,0.0000
tầm,3,0.0000
bửu,3,0.0000
tuyển,3,0.0000
mia,3,0.0000
bjk,3,0.0000
chuyên_ngành,3,0.0000
cải_thiện,3,0.0000
dạy_học,3,0.0000
gây,3,0.0000
gấu,3,0.0000
quái,3,0.0000
trân_châu,3,0.0000
vùng,3,0.0000
miền,3,0.0000
ạ.e,3,0.0000
ho,3,0.0000
kho,3,0.0000
hấn,3,0.0000
thuận,3,0.0000
diu,3,0.0000
thấu,3,0.0000
khởi,3,0.0000
kim_anh,3,0.0000
lê_ngọc,3,0.0000
đoan,3,0.0000
tóng,3,0.0000
cầu_xin,3,0.0000
er-nhi,3,0.0000
yīng,3,0.0000
tnao,3,0.0000
nguyệt_châu,3,0.0000
lê_thị,3,0.0000
trầm,3,0.0000
thanh_thanh,3,0.0000
140606,3,0.0000
thiện,3,0.0000
kiệt,3,0.0000
truyền,3,0.0000
diễn,3,0.0000
tuệ,3,0.0000
điiii,3,0.0000
ntp,3,0.0000
đag,3,0.0000
35,3,0.0000
hủ,3,0.0000
lưu_luyến,3,0.0000
gì,3,0.0000
ri,3,0.0000
xog,3,0.0000
mòn,3,0.0000
rou,3,0.0000
vị,3,0.0000
bạn_đọc,3,0.0000
sẩm,3,0.0000
thân,3,0.0000
tín_đồ,3,0.0000
hầu_hết,3,0.0000
chẩm,3,0.0000
zen,3,0.0000
trẩn,3,0.0000
phật,3,0.0000
wó,3,0.0000
cắn,3,0.0000
ị,3,0.0000
thoa,3,0.0000
fàng,3,0.0000
sn,3,0.0000
đù_nguyên,3,0.0000
phong=phân,3,0.0000
_minh,3,0.0000
_kiều,3,0.0000
tram,3,0.0000
quyen,3,0.0000
1234,3,0.0000
quynh,3,0.0000
đúg,3,0.0000
phần_mềm,3,0.0000
duolingo,3,0.0000
oke,3,0.0000
uy_tín,3,0.0000
mẩn,3,0.0000
quài,3,0.0000
thanks,3,0.0000
tồi_tệ,3,0.0000
in4,3,0.0000
tết,3,0.0000
bật,3,0.0000
trung_bình,3,0.0000
chôn,3,0.0000
giữa,3,0.0000
nma,3,0.0000
từng_trải,3,0.0000
đích_thị,3,0.0000
đăg,3,0.0000
cá_nhân,3,0.0000
ngoại_trừ,3,0.0000
xingtu,3,0.0000
liên_quân,3,0.0000
xiexie,3,0.0000
thay_vì,3,0.0000
ngoài_ra,3,0.0000
hoạ,2,0.0000
điệp_khúc,2,0.0000
xích,2,0.0000
chúng_em,2,0.0000
sơ_cấp,2,0.0000
tiệc,2,0.0000
hog,2,0.0000
nguyên_nhân,2,0.0000
vụ,2,0.0000
cháy,2,0.0000
cô_độc,2,0.0000
nhímm,2,0.0000
ngon_ơ,2,0.0000
thanh_thuỷ,2,0.0000
mango,2,0.0000
3030,2,0.0000
linggn,2,0.0000
bolero,2,0.0000
daooduong,2,0.0000
p.ntamm,2,0.0000
itmettl,2,0.0000
boutiqueintaiwan,2,0.0000
duckabin,2,0.0000
nhimarigato,2,0.0000
q4radmptd,2,0.0000
hahuyentram,2,0.0000
1309,2,0.0000
0365908414,2,0.0000
angmap,2,0.0000
0509,2,0.0000
aeri,2,0.0000
0410,2,0.0000
valerie,2,0.0000
yeuthuongnhiu,2,0.0000
thihuongsu,2,0.0000
một_mình,2,0.0000
dream,2,0.0000
090,2,0.0000
điểu,2,0.0000
ve_sầu,2,0.0000
ưư,2,0.0000
jiāo,2,0.0000
áo_dài,2,0.0000
chuu,2,0.0000
beemai,2,0.0000
ảo,2,0.0000
xờ,2,0.0000
hoa_quả,2,0.0000
báo_chí,2,0.0000
60%,2,0.0000
sach,2,0.0000
tổng_thống,2,0.0000
linh_thiêng,2,0.0000
chứng_tỏ,2,0.0000
vay_mượn,2,0.0000
lảo,2,0.0000
tiêgs,2,0.0000
biewts,2,0.0000
thấyy,2,0.0000
trogn,2,0.0000
xót,2,0.0000
thực=láng,2,0.0000
cách=cài,2,0.0000
bộ_phận,2,0.0000
láu,2,0.0000
xiảo,2,0.0000
nhang,2,0.0000
ý_định,2,0.0000
thuần_hoá,2,0.0000
công_tác,2,0.0000
công_xưởng,2,0.0000
lơ_lớ,2,0.0000
thàmh,2,0.0000
số_từ,2,0.0000
thôi_thì,2,0.0000
nói_đớt,2,0.0000
côngggg,2,0.0000
píngan,2,0.0000
bình_an,2,0.0000
ý_tưởng,2,0.0000
5p,2,0.0000
trem,2,0.0000
bjo,2,0.0000
vcl,2,0.0000
fên,2,0.0000
phân_ly,2,0.0000
thách,2,0.0000
nua,2,0.0000
cảnh_sát,2,0.0000
hâhh,2,0.0000
lẩy,2,0.0000
luật_sư,2,0.0000
bảo_an,2,0.0000
thiếu,2,0.0000
pho,2,0.0000
phụ,2,0.0000
same,2,0.0000
shinzao=,2,0.0000
quáng,2,0.0000
cưn,2,0.0000
soai,2,0.0000
phi_lý,2,0.0000
pá,2,0.0000
￼￼q,2,0.0000
tai_nạn,2,0.0000
trĩnh,2,0.0000
chã,2,0.0000
bạch-mị,2,0.0000
cảm_động,2,0.0000
háo_sắc,2,0.0000
soắc,2,0.0000
sập,2,0.0000
heee,2,0.0000
zên,2,0.0000
chỉng,2,0.0000
ganbei,2,0.0000
wuả,2,0.0000
quể,2,0.0000
paracel,2,0.0000
spratly,2,0.0000
belong,2,0.0000
nam,2,0.0000
nửa,2,0.0000
dangran,2,0.0000
gản_ân,2,0.0000
qò,2,0.0000
virus,2,0.0000
gươ,2,0.0000
ché,2,0.0000
nồi,2,0.0000
liêng,2,0.0000
shufu,2,0.0000
dẩu,2,0.0000
cách-cài,2,0.0000
hử,2,0.0000
muônd,2,0.0000
ziaozhan,2,0.0000
đâu.haha,2,0.0000
páosảu,2,0.0000
=bảo,2,0.0000
léi,2,0.0000
ná,2,0.0000
204,2,0.0000
xíu_mại,2,0.0000
sủi,2,0.0000
là.chiển,2,0.0000
mà.mình,2,0.0000
pát,2,0.0000
chịia,2,0.0000
hoanghoan,2,0.0000
200694,2,0.0000
tiểu_tiện,2,0.0000
xiểu,2,0.0000
xiện,2,0.0000
xã,2,0.0000
nguồn,2,0.0000
tar,2,0.0000
yal,2,0.0000
rung,2,0.0000
gơn,2,0.0000
li_hôn,2,0.0000
